name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

#New commands,,,,,,,,,,,,,,,,,,,,,,,
cheer,6,Voiceovers/MP/cheer.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
ge_thanks1,6,Voiceovers/MP/ge_thanks1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
ge_thanks2,6,Voiceovers/MP/ge_thanks2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
ru_thanks1,6,Voiceovers/MP/ru_thanks1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
ru_thanks2,6,Voiceovers/MP/ru_thanks2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
uk_thanks1,6,Voiceovers/MP/uk_thanks1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
uk_thanks2,6,Voiceovers/MP/uk_thanks2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
us_thanks1,6,Voiceovers/MP/us_thanks1.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp
us_thanks2,6,Voiceovers/MP/us_thanks2.mp3,1.00,1.00,,,,7,3000,voice,streamed,0,nonlooping,,all_mp

nl_end_1,,nazi/nazi_end.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,,
nl_end_2,,misc/end1.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,,
nl_end_3,,misc/end2.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,,
nl_end_4,,misc/end3.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_5,,misc/end4.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_6,,misc/end5.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_7,,misc/end6.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_8,,misc/end7.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_9,,misc/end8.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_10,,misc/end9.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_11,,misc/end10.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_12,,misc/end11.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_13,,misc/end12.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_14,,misc/end13.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_15,,misc/end14.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_16,,misc/end15.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_17,,misc/end16.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_18,,misc/end17.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_19,,music/downtownsniper_victory_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_20,,music/downtownsniper_soviet_tension_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_21,,music/88ridge_approaching_ridge2_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_22,,music/demolition_soviet_charge_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_23,,music/demolition_soviet_holdline2_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_24,,music/demolition_tension2_v3_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_25,,music/demolition_victory_serious_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_26,,music/eldaba_ridein2_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
nl_end_27,,music/eldaba_victory_GRFINAL.mp3,1,1,,,,1000000,,music,streamed,,,,all_mp,,,,,,,
