name,sequence,file,vol_min,vol_max,vol_mod,pitch_min,pitch_max,dist_min,dist_max,channel,type,probability,loop,masterslave,loadspec,subtitle,compression,secondaryaliasname,volumefalloffcurve,startdelay,speakermap,reverb,lfe percentage

#MP American Taunts,,,,,,,,,,,,,,,
american_hitler_punk,1,Battlechatter/US/0/US_0_taunt_01.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_hitler_punk,2,Battlechatter/US/bra/US_bra_taunt_09.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_hitler_punk,3,Battlechatter/US/mcc/US_mcc_taunt_10.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_hitler_punk,4,Battlechatter/US/rnd/US_rnd_taunt_09.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_hitler_dolls,1,Battlechatter/US/3/US_3_taunt_06.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_coffin,1,Battlechatter/US/3/US_3_taunt_01.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_coffin,2,Battlechatter/US/bra/US_bra_taunt_01.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_coffin,3,Battlechatter/US/mcc/US_mcc_taunt_01.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_coffin,4,Battlechatter/US/rnd/US_rnd_taunt_10.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_sister_hi,1,Battlechatter/US/3/US_3_taunt_07.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_sister_hi,2,Battlechatter/US/2/US_2_taunt_03.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_sister_hi,3,Battlechatter/US/mcc/US_mcc_taunt_05.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_sister_hi,4,Battlechatter/US/rnd/US_rnd_taunt_12.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_sister_hi,5,Battlechatter/US/bra/US_bra_taunt_07.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_shoot_back,1,Battlechatter/US/0/US_0_taunt_03.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_shoot_back,2,Battlechatter/US/3/US_3_taunt_03.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_shoot_back,3,Battlechatter/US/bra/US_bra_taunt_03.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_shoot_back,4,Battlechatter/US/mcc/US_mcc_taunt_03.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_shoot_back,5,Battlechatter/US/rnd/US_rnd_taunt_01.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_kiss_ass,1,Battlechatter/US/0/US_0_taunt_06.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_kiss_ass,2,Battlechatter/US/2/US_2_taunt_07.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
american_kiss_ass,3,Battlechatter/US/bra/US_bra_taunt_06.wav,0.93,0.93,,,,7,3000,voice,streamed,,,,all_mp
